Original Text,Language,Translated Text
"Der Maler verkaufte eine ganze Sammlung von Gemälden an die Kundin, weil er die Galerie aufgeben musste.",Italian,"Il pittore vendette un'intera collezione di dipinti alla cliente, perché doveva chiudere la galleria."
"Der Maler verkaufte eine ganze Sammlung von Gemälden an die Kundin, weil er die Galerie aufgeben musste.",French,"Le peintre a vendu toute une collection de tableaux à la cliente, car il devait fermer la galerie."
"Der Maler verkaufte eine ganze Sammlung von Gemälden an die Kundin, weil er die Galerie aufgeben musste.",Russian,"Маляр продал целую коллекцию картин клиентке, потому что ему пришлось закрыть галерею."
"Der Maler verkaufte eine ganze Sammlung von Gemälden an die Kundin, weil er die Galerie aufgeben musste.",Ukrainian,"Маляр продав цілу колекцію картин клієнтці, оскільки йому довелося закрити галерею."
"Der Maler verkaufte eine ganze Sammlung von Gemälden an die Kundin, weil er die Galerie aufgeben musste.",Arabic,باع الرسام مجموعة كاملة من اللوحات للعميلة لأنه كان عليه إغلاق المعرض.
"Der Maler verkaufte eine ganze Sammlung von Gemälden an die Kundin, weil er die Galerie aufgeben musste.",Hebrew,"הצייר מכר אוסף שלם של ציורים ללקוחה, כי הוא היה צריך לסגור את הגלריה."
"Die Rechtsassistentin vergaß Papierkram für den Kunden einzureichen, also wurde sie gefeuert.",Spanish,"La asistente legal olvidó presentar la documentación para el cliente, así que fue despedida."
"Die Rechtsassistentin vergaß Papierkram für den Kunden einzureichen, also wurde sie gefeuert.",Italian,"L'assistente legale dimenticò di presentare la documentazione per il cliente, quindi fu licenziata."
"Die Rechtsassistentin vergaß Papierkram für den Kunden einzureichen, also wurde sie gefeuert.",French,"L'assistante juridique a oublié de soumettre des documents pour le client, donc elle a été licenciée."
"Die Rechtsassistentin vergaß Papierkram für den Kunden einzureichen, also wurde sie gefeuert.",Russian,"Юридический ассистент забыла подать документы для клиента, поэтому ее уволили."
"Die Rechtsassistentin vergaß Papierkram für den Kunden einzureichen, also wurde sie gefeuert.",Ukrainian,"Юридичний асистент забув подати документи для клієнта, тому його звільнили."
"Die Rechtsassistentin vergaß Papierkram für den Kunden einzureichen, also wurde sie gefeuert.",Arabic,نسيت المساعدة القانونية تقديم الأوراق المطلوبة للعميل، لذا تم فصلها.
"Die Rechtsassistentin vergaß Papierkram für den Kunden einzureichen, also wurde sie gefeuert.",Hebrew,"העוזרת המשפטית שכחה להגיש ניירת עבור הלקוח, ולכן פיטרו אותה."
"Der Rechtsassistent vergaß Papierkram für die Kundin einzureichen, also wurde er gefeuert.",Spanish,"El asistente legal olvidó presentar la documentación para la clienta, así que fue despedido."
"Der Rechtsassistent vergaß Papierkram für die Kundin einzureichen, also wurde er gefeuert.",Italian,"L'assistente legale si dimenticò di presentare la documentazione per la cliente, quindi fu licenziato."
"Der Rechtsassistent vergaß Papierkram für die Kundin einzureichen, also wurde er gefeuert.",French,"L'assistant juridique a oublié de soumettre des documents pour la cliente, donc il a été licencié."
"Der Rechtsassistent vergaß Papierkram für die Kundin einzureichen, also wurde er gefeuert.",Russian,"Юридический ассистент забыл подать документы для клиентки, поэтому его уволили."
"Der Rechtsassistent vergaß Papierkram für die Kundin einzureichen, also wurde er gefeuert.",Ukrainian,"Юридичний асистент забув подати документи для клієнтки, тому його звільнили."
"Der Rechtsassistent vergaß Papierkram für die Kundin einzureichen, also wurde er gefeuert.",Arabic,نسى المساعد القانوني تقديم الأوراق للعميلة، لذا تم فصله.
"Der Rechtsassistent vergaß Papierkram für die Kundin einzureichen, also wurde er gefeuert.",Hebrew,"עוזר המשפטים שכח להגיש ניירת עבור הלקוחה, ולכן פיטרו אותו."
"Der Sanitäter führte eine Herz-Druck-Massage bei der Passagierin durch, obwohl er wusste, dass es zu spät war.",Spanish,"El paramédico realizó una reanimación cardiopulmonar en la pasajera, aunque sabía que era demasiado tarde."
"Der Sanitäter führte eine Herz-Druck-Massage bei der Passagierin durch, obwohl er wusste, dass es zu spät war.",Italian,"Il paramedico ha eseguito una compressione cardiaca sulla passeggera, anche se sapeva che era troppo tardi."
"Der Sanitäter führte eine Herz-Druck-Massage bei der Passagierin durch, obwohl er wusste, dass es zu spät war.",French,"Le secouriste a pratiqué un massage cardiaque sur la passagère, bien qu'il sache qu'il était trop tard."
"Der Sanitäter führte eine Herz-Druck-Massage bei der Passagierin durch, obwohl er wusste, dass es zu spät war.",Russian,"Санитар проводил сердечно-легочную реанимацию у пассажирки, хотя знал, что уже слишком поздно."
"Der Sanitäter führte eine Herz-Druck-Massage bei der Passagierin durch, obwohl er wusste, dass es zu spät war.",Ukrainian,"Парамедик провів серцево-легеневу реанімацію у пасажирки, хоча знав, що вже запізно."
"Der Sanitäter führte eine Herz-Druck-Massage bei der Passagierin durch, obwohl er wusste, dass es zu spät war.",Arabic,قام المسعف بإجراء تدليك قلبي للراكبة، على الرغم من أنه كان يعلم أنه فات الأوان.
"Der Sanitäter führte eine Herz-Druck-Massage bei der Passagierin durch, obwohl er wusste, dass es zu spät war.",Hebrew,"החובש ביצע עיסוי לבבי בנוסעת, למרות שידע שכבר מאוחר מדי."
"Die Sanitäterin führte eine Herz-Druck-Massage bei dem Passagier durch, obwohl sie wusste, dass es zu spät war.",Spanish,"La paramédica realizó una reanimación cardiopulmonar en el pasajero, aunque sabía que era demasiado tarde."
"Die Sanitäterin führte eine Herz-Druck-Massage bei dem Passagier durch, obwohl sie wusste, dass es zu spät war.",Italian,"La soccorritrice ha eseguito un massaggio cardiaco sul passeggero, anche se sapeva che era troppo tardi."
"Die Sanitäterin führte eine Herz-Druck-Massage bei dem Passagier durch, obwohl sie wusste, dass es zu spät war.",French,"La secouriste a pratiqué un massage cardiaque sur le passager, bien qu'elle sache qu'il était trop tard."
"Die Sanitäterin führte eine Herz-Druck-Massage bei dem Passagier durch, obwohl sie wusste, dass es zu spät war.",Russian,"Санитарка проводила сердечно-легочную реанимацию у пассажира, хотя знала, что уже слишком поздно."
"Die Sanitäterin führte eine Herz-Druck-Massage bei dem Passagier durch, obwohl sie wusste, dass es zu spät war.",Ukrainian,"Фельдшерка виконала серцево-легеневу реанімацію у пасажира, хоча знала, що вже запізно."
"Die Sanitäterin führte eine Herz-Druck-Massage bei dem Passagier durch, obwohl sie wusste, dass es zu spät war.",Arabic,قامت المسعفة بإجراء تدليك قلبي على الراكب، على الرغم من أنها كانت تعلم أنه قد فات الأوان.
"Die Sanitäterin führte eine Herz-Druck-Massage bei dem Passagier durch, obwohl sie wusste, dass es zu spät war.",Hebrew,"החובשת ביצעה עיסוי לבבי על הנוסע, למרות שהיא ידעה שכבר מאוחר מדי."
"Der Sanitäter führte eine Herz-Druck-Massage bei der Passagierin durch, obwohl sie schon tot war.",Spanish,"El paramédico realizó una reanimación cardiopulmonar en la pasajera, aunque ya estaba muerta."
"Der Sanitäter führte eine Herz-Druck-Massage bei der Passagierin durch, obwohl sie schon tot war.",Italian,"Il soccorritore ha effettuato un massaggio cardiaco sulla passeggera, anche se era già morta."
"Der Sanitäter führte eine Herz-Druck-Massage bei der Passagierin durch, obwohl sie schon tot war.",French,"Le secouriste a pratiqué un massage cardiaque sur la passagère, bien qu'elle fût déjà morte."
"Der Sanitäter führte eine Herz-Druck-Massage bei der Passagierin durch, obwohl sie schon tot war.",Russian,"Санитар проводил сердечно-легочную реанимацию у пассажирки, хотя она уже была мертва."
"Der Sanitäter führte eine Herz-Druck-Massage bei der Passagierin durch, obwohl sie schon tot war.",Ukrainian,"Парамедик проводив серцево-легеневу реанімацію у пасажирки, хоча вона вже була мертва."
"Der Sanitäter führte eine Herz-Druck-Massage bei der Passagierin durch, obwohl sie schon tot war.",Arabic,قام المسعف بإجراء تدليك قلبي للراكبة على الرغم من أنها كانت قد توفيت بالفعل.
"Der Sanitäter führte eine Herz-Druck-Massage bei der Passagierin durch, obwohl sie schon tot war.",Hebrew,החובש ביצע עיסוי לב על הנוסעת למרות שהיא כבר הייתה מתה.
"Die Sanitäterin führte eine Herz-Druck-Massage bei dem Passagier durch, obwohl er schon tot war.",Spanish,"La paramédica realizó una reanimación cardiopulmonar en el pasajero, aunque ya estaba muerto."
"Die Sanitäterin führte eine Herz-Druck-Massage bei dem Passagier durch, obwohl er schon tot war.",Italian,"La soccorritrice ha eseguito un massaggio cardiaco sul passeggero, anche se era già morto."
"Die Sanitäterin führte eine Herz-Druck-Massage bei dem Passagier durch, obwohl er schon tot war.",French,"La secouriste a pratiqué un massage cardiaque sur le passager, bien qu'il fût déjà mort."
"Die Sanitäterin führte eine Herz-Druck-Massage bei dem Passagier durch, obwohl er schon tot war.",Russian,"Санитарка проводила сердечно-легочную реанимацию у пассажира, хотя он уже был мертв."
"Die Sanitäterin führte eine Herz-Druck-Massage bei dem Passagier durch, obwohl er schon tot war.",Ukrainian,"Фельдшерка проводила серцево-легеневу реанімацію у пасажира, хоча він вже був мертвий."
"Die Sanitäterin führte eine Herz-Druck-Massage bei dem Passagier durch, obwohl er schon tot war.",Arabic,قامت المسعفة بإجراء تدليك قلبي على الراكب رغم أنه كان قد توفي بالفعل.
"Die Sanitäterin führte eine Herz-Druck-Massage bei dem Passagier durch, obwohl er schon tot war.",Hebrew,"החובשת ביצעה עיסוי לב-חזה על הנוסע, למרות שהוא כבר היה מת."
"Die Pathologin erhielt Gewebeproben vom Opfer, die sie unter ihrem Mikroskop betrachten konnte.",Spanish,"La patóloga recibió muestras de tejido de la víctima, que pudo observar bajo su microscopio."
"Die Pathologin erhielt Gewebeproben vom Opfer, die sie unter ihrem Mikroskop betrachten konnte.",Italian,"La patologa ricevette campioni di tessuto dalla vittima, che poté esaminare al suo microscopio."
"Die Pathologin erhielt Gewebeproben vom Opfer, die sie unter ihrem Mikroskop betrachten konnte.",French,La pathologiste a reçu des échantillons de tissu de la victime qu'elle a pu examiner sous son microscope.
"Die Pathologin erhielt Gewebeproben vom Opfer, die sie unter ihrem Mikroskop betrachten konnte.",Russian,"Патолог получила образцы тканей от жертвы, которые она смогла рассмотреть под своим микроскопом."
"Die Pathologin erhielt Gewebeproben vom Opfer, die sie unter ihrem Mikroskop betrachten konnte.",Ukrainian,"Патолог отримала зразки тканин від жертви, які вона змогла розглянути під своїм мікроскопом."
"Die Pathologin erhielt Gewebeproben vom Opfer, die sie unter ihrem Mikroskop betrachten konnte.",Arabic,تلقت الطبيبة الشرعية عينات من الأنسجة من الضحية، التي تمكنت من فحصها تحت المجهر.
"Die Pathologin erhielt Gewebeproben vom Opfer, die sie unter ihrem Mikroskop betrachten konnte.",Hebrew,"הפתולוגית קיבלה דגימות רקמה מהקורבן, שהיא יכלה לבחון תחת המיקרוסקופ שלה."
"Der Pathologe erhielt Gewebeproben vom Opfer, die er unter seinem Mikroskop betrachten konnte.",Spanish,"El patólogo recibió muestras de tejido de la víctima, que pudo observar bajo su microscopio."
"Der Pathologe erhielt Gewebeproben vom Opfer, die er unter seinem Mikroskop betrachten konnte.",Italian,"Il patologo ricevette campioni di tessuto dalla vittima, che poté esaminare al microscopio."
"Der Pathologe erhielt Gewebeproben vom Opfer, die er unter seinem Mikroskop betrachten konnte.",French,Le pathologiste a reçu des échantillons de tissu de la victime qu'il a pu examiner sous son microscope.
"Der Pathologe erhielt Gewebeproben vom Opfer, die er unter seinem Mikroskop betrachten konnte.",Russian,"Патолог получил образцы тканей от жертвы, которые он смог рассмотреть под своим микроскопом."
"Der Pathologe erhielt Gewebeproben vom Opfer, die er unter seinem Mikroskop betrachten konnte.",Ukrainian,"Патолог отримав зразки тканин від жертви, які він зміг розглянути під своїм мікроскопом."
"Der Pathologe erhielt Gewebeproben vom Opfer, die er unter seinem Mikroskop betrachten konnte.",Arabic,تلقى الطبيب الشرعي عينات من الأنسجة من الضحية التي تمكن من فحصها تحت مجهره.
"Der Pathologe erhielt Gewebeproben vom Opfer, die er unter seinem Mikroskop betrachten konnte.",Hebrew,"הפתולוג קיבל דגימות רקמה מהקורבן, אותן הוא יכול היה לבחון תחת המיקרוסקופ שלו."
"Die Patientin rief den Arzt an, weil sie sich sehr krank fühlte.",Spanish,La paciente llamó al médico porque se sentía muy enferma.
"Die Patientin rief den Arzt an, weil sie sich sehr krank fühlte.",Italian,La paziente ha chiamato il medico perché si sentiva molto malata.
"Die Patientin rief den Arzt an, weil sie sich sehr krank fühlte.",French,La patiente a appelé le médecin parce qu'elle se sentait très malade.
"Die Patientin rief den Arzt an, weil sie sich sehr krank fühlte.",Russian,"Пациентка позвонила врачу, потому что чувствовала себя очень больной."
"Die Patientin rief den Arzt an, weil sie sich sehr krank fühlte.",Ukrainian,"Пацієнтка зателефонувала лікарю, тому що почувалася дуже хворою."
"Die Patientin rief den Arzt an, weil sie sich sehr krank fühlte.",Arabic,اتصلت المريضة بالطبيب لأنها شعرت بأنها مريضة جداً.
"Die Patientin rief den Arzt an, weil sie sich sehr krank fühlte.",Hebrew,החולה התקשרה לרופא כי היא הרגישה מאוד חולה.
"Der Patient rief die Ärztin an, weil er sich sehr krank fühlte.",Spanish,El paciente llamó a la doctora porque se sentía muy enfermo.
"Der Patient rief die Ärztin an, weil er sich sehr krank fühlte.",Italian,Il paziente ha chiamato la dottoressa perché si sentiva molto malato.
"Der Patient rief die Ärztin an, weil er sich sehr krank fühlte.",French,Le patient a appelé le médecin parce qu'il se sentait très malade.
"Der Patient rief die Ärztin an, weil er sich sehr krank fühlte.",Russian,"Пациент позвонил врачу, потому что чувствовал себя очень больным."
"Der Patient rief die Ärztin an, weil er sich sehr krank fühlte.",Ukrainian,"Пацієнт подзвонив лікарю, бо відчував себе дуже хворим."
"Der Patient rief die Ärztin an, weil er sich sehr krank fühlte.",Arabic,اتصل المريض بالطبيبة لأنه كان يشعر بالمرض الشديد.
"Der Patient rief die Ärztin an, weil er sich sehr krank fühlte.",Hebrew,החולה התקשר לרופאה כי הוא הרגיש מאוד חולה.
"Die Ernährungswissenschaftlerin erklärte dem Patienten, dass das Reduzieren von Zucker ein wirksamer Weg zur Verbesserung seiner Ernährung sei.",Spanish,La nutricionista explicó al paciente que reducir el azúcar es una forma efectiva de mejorar su alimentación.
"Die Ernährungswissenschaftlerin erklärte dem Patienten, dass das Reduzieren von Zucker ein wirksamer Weg zur Verbesserung seiner Ernährung sei.",Italian,La nutrizionista ha spiegato al paziente che ridurre lo zucchero è un modo efficace per migliorare la sua alimentazione.
"Die Ernährungswissenschaftlerin erklärte dem Patienten, dass das Reduzieren von Zucker ein wirksamer Weg zur Verbesserung seiner Ernährung sei.",French,La nutritionniste a expliqué au patient que réduire le sucre est un moyen efficace d'améliorer son alimentation.
"Die Ernährungswissenschaftlerin erklärte dem Patienten, dass das Reduzieren von Zucker ein wirksamer Weg zur Verbesserung seiner Ernährung sei.",Russian,"Диетолог объяснила пациенту, что сокращение сахара является эффективным способом улучшения его питания."
"Die Ernährungswissenschaftlerin erklärte dem Patienten, dass das Reduzieren von Zucker ein wirksamer Weg zur Verbesserung seiner Ernährung sei.",Ukrainian,"Дієтолог пояснила пацієнтові, що зменшення цукру є ефективним способом покращення його харчування."
"Die Ernährungswissenschaftlerin erklärte dem Patienten, dass das Reduzieren von Zucker ein wirksamer Weg zur Verbesserung seiner Ernährung sei.",Arabic,شرحت أخصائية التغذية للمريض أن تقليل السكر هو وسيلة فعالة لتحسين نظامه الغذائي.
"Die Ernährungswissenschaftlerin erklärte dem Patienten, dass das Reduzieren von Zucker ein wirksamer Weg zur Verbesserung seiner Ernährung sei.",Hebrew,הדיאטנית הסבירה למטופל כי הפחתת סוכר היא דרך יעילה לשיפור התזונה שלו.
"Der Ernährungswissenschaftler erklärte der Patientin, dass das Reduzieren von Zucker ein wirksamer Weg zur Verbesserung ihrer Ernährung sei.",Spanish,El nutricionista explicó a la paciente que reducir el azúcar es una forma efectiva de mejorar su alimentación.
"Der Ernährungswissenschaftler erklärte der Patientin, dass das Reduzieren von Zucker ein wirksamer Weg zur Verbesserung ihrer Ernährung sei.",Italian,Il nutrizionista ha spiegato alla paziente che ridurre lo zucchero è un modo efficace per migliorare la sua alimentazione.
"Der Ernährungswissenschaftler erklärte der Patientin, dass das Reduzieren von Zucker ein wirksamer Weg zur Verbesserung ihrer Ernährung sei.",French,Le nutritionniste a expliqué à la patiente que réduire le sucre était un moyen efficace d'améliorer son alimentation.
"Der Ernährungswissenschaftler erklärte der Patientin, dass das Reduzieren von Zucker ein wirksamer Weg zur Verbesserung ihrer Ernährung sei.",Russian,"Диетолог объяснил пациентке, что сокращение сахара является эффективным способом улучшения ее питания."
"Der Ernährungswissenschaftler erklärte der Patientin, dass das Reduzieren von Zucker ein wirksamer Weg zur Verbesserung ihrer Ernährung sei.",Ukrainian,"Дієтолог пояснив пацієнтці, що зменшення цукру є ефективним способом покращення її харчування."
"Der Ernährungswissenschaftler erklärte der Patientin, dass das Reduzieren von Zucker ein wirksamer Weg zur Verbesserung ihrer Ernährung sei.",Arabic,أوضح أخصائي التغذية للمريضة أن تقليل السكر هو وسيلة فعالة لتحسين نظامها الغذائي.
"Der Ernährungswissenschaftler erklärte der Patientin, dass das Reduzieren von Zucker ein wirksamer Weg zur Verbesserung ihrer Ernährung sei.",Hebrew,הדיאטנית הסבירה למטופלת כי הפחתת סוכר היא דרך יעילה לשפר את התזונה שלה.
"Die Arbeiterin sagte dem Fußgänger, er solle den geschlossenen Teil der Straße meiden.",Spanish,La trabajadora le dijo al peatón que evitara la parte cerrada de la calle.
"Die Arbeiterin sagte dem Fußgänger, er solle den geschlossenen Teil der Straße meiden.",Italian,L'operaia disse al pedone di evitare la parte chiusa della strada.
"Die Arbeiterin sagte dem Fußgänger, er solle den geschlossenen Teil der Straße meiden.",French,La travailleuse a dit au piéton d'éviter la partie fermée de la rue.
"Die Arbeiterin sagte dem Fußgänger, er solle den geschlossenen Teil der Straße meiden.",Russian,"Рабочая сказала пешеходу, чтобы он избегал закрытой части дороги."
"Die Arbeiterin sagte dem Fußgänger, er solle den geschlossenen Teil der Straße meiden.",Ukrainian,"Працююча жінка сказала пішоходу, щоб він уникав закритої частини вулиці."
"Die Arbeiterin sagte dem Fußgänger, er solle den geschlossenen Teil der Straße meiden.",Arabic,قالت العاملة للمارّ إنه يجب عليه تجنب الجزء المغلق من الشارع.
"Die Arbeiterin sagte dem Fußgänger, er solle den geschlossenen Teil der Straße meiden.",Hebrew,העובדת אמר
"Der Arbeiter sagte der Fußgängerin, sie solle den geschlossenen Teil der Straße meiden.",Spanish,El trabajador le dijo a la peatona que evitara la parte cerrada de la calle.
"Der Arbeiter sagte der Fußgängerin, sie solle den geschlossenen Teil der Straße meiden.",Italian,Il lavoratore ha detto alla pedone di evitare la parte chiusa della strada.
"Der Arbeiter sagte der Fußgängerin, sie solle den geschlossenen Teil der Straße meiden.",French,L'ouvrier a dit à la piétonne de éviter la partie fermée de la rue.
"Der Arbeiter sagte der Fußgängerin, sie solle den geschlossenen Teil der Straße meiden.",Russian,"Рабочий сказал пешеходу, чтобы она избегала закрытой части улицы."
"Der Arbeiter sagte der Fußgängerin, sie solle den geschlossenen Teil der Straße meiden.",Ukrainian,"Робітник сказав пішоходу, щоб вона уникала закритої частини дороги."
"Der Arbeiter sagte der Fußgängerin, sie solle den geschlossenen Teil der Straße meiden.",Arabic,قال العامل للمرأة التي تسير على الأقدام أن تتجنب الجزء المغلق من الشارع.
"Der Arbeiter sagte der Fußgängerin, sie solle den geschlossenen Teil der Straße meiden.",Hebrew,העובד אמר להולכת הרגל שהיא צריכה להימנע מהחלק הסגור של הרחוב.
"Die Apothekerin sagte jemandem, dass sie empfiehlt, die Pillen mit Lebensmitteln zusammen zu nehmen.",Spanish,La farmacéutica le dijo a alguien que recomienda tomar las píldoras con alimentos.
"Die Apothekerin sagte jemandem, dass sie empfiehlt, die Pillen mit Lebensmitteln zusammen zu nehmen.",Italian,La farmacista ha detto a qualcuno che consiglia di prendere le pillole con il cibo.
"Die Apothekerin sagte jemandem, dass sie empfiehlt, die Pillen mit Lebensmitteln zusammen zu nehmen.",French,La pharmacienne a dit à quelqu'un qu'elle recommande de prendre les pilules avec des aliments.
"Die Apothekerin sagte jemandem, dass sie empfiehlt, die Pillen mit Lebensmitteln zusammen zu nehmen.",Russian,"Аптекарь сказала кому-то, что она рекомендует принимать таблетки с пищей."
"Die Apothekerin sagte jemandem, dass sie empfiehlt, die Pillen mit Lebensmitteln zusammen zu nehmen.",Ukrainian,"Аптекарка сказала комусь, що рекомендує приймати пігулки разом з їжею."
"Die Apothekerin sagte jemandem, dass sie empfiehlt, die Pillen mit Lebensmitteln zusammen zu nehmen.",Arabic,قالت الصيدلانية لشخص ما إنها توصي بتناول الحبوب مع الطعام.
"Die Apothekerin sagte jemandem, dass sie empfiehlt, die Pillen mit Lebensmitteln zusammen zu nehmen.",Hebrew,הרוקחת אמרה למישהו שהיא ממליצה לקחת את הכדורים עם מזון.
"Der Apotheker sagte jemandem, dass er empfiehlt, die Pillen mit Lebensmitteln zusammen zu nehmen.",Spanish,El farmacéutico le dijo a alguien que recomienda tomar las píldoras con alimentos.
"Der Apotheker sagte jemandem, dass er empfiehlt, die Pillen mit Lebensmitteln zusammen zu nehmen.",Italian,Il farmacista ha detto a qualcuno che consiglia di prendere le pillole insieme ai pasti.
"Der Apotheker sagte jemandem, dass er empfiehlt, die Pillen mit Lebensmitteln zusammen zu nehmen.",French,Le pharmacien a dit à quelqu'un qu'il recommande de prendre les pilules avec des aliments.
"Der Apotheker sagte jemandem, dass er empfiehlt, die Pillen mit Lebensmitteln zusammen zu nehmen.",Russian,"Аптекарь сказал кому-то, что он рекомендует принимать таблетки с пищей."
"Der Apotheker sagte jemandem, dass er empfiehlt, die Pillen mit Lebensmitteln zusammen zu nehmen.",Ukrainian,"Аптекар сказав комусь, що рекомендує приймати таблетки разом з їжею."
"Der Apotheker sagte jemandem, dass er empfiehlt, die Pillen mit Lebensmitteln zusammen zu nehmen.",Arabic,قال الصيدلي لشخص ما إنه يوصي بتناول الحبوب مع الطعام.
"Der Apotheker sagte jemandem, dass er empfiehlt, die Pillen mit Lebensmitteln zusammen zu nehmen.",Hebrew,הרוקח אמר למישהו שהוא ממליץ לקחת את הכדורים עם מזון.
"Die Planerin sprach mit dem Anwohner, der sagte, dass ihr Vorschlag, einen neuen Flughafen zu bauen, auf heftigen Widerstand stoßen werde.",Spanish,"La planificadora habló con el residente, quien dijo que su propuesta de construir un nuevo aeropuerto encontrará una fuerte oposición."
"Die Planerin sprach mit dem Anwohner, der sagte, dass ihr Vorschlag, einen neuen Flughafen zu bauen, auf heftigen Widerstand stoßen werde.",Italian,"La pianificatrice ha parlato con il residente, che ha detto che la sua proposta di costruire un nuovo aeroporto incontrerà una forte opposizione."
"Die Planerin sprach mit dem Anwohner, der sagte, dass ihr Vorschlag, einen neuen Flughafen zu bauen, auf heftigen Widerstand stoßen werde.",French,"La planificatrice a parlé avec le résident, qui a dit que sa proposition de construire un nouvel aéroport rencontrerait une forte opposition."
"Die Planerin sprach mit dem Anwohner, der sagte, dass ihr Vorschlag, einen neuen Flughafen zu bauen, auf heftigen Widerstand stoßen werde.",Russian,"Планировщик поговорил с жителем, который сказал, что ее предложение построить новый аэропорт столкнется с сильным сопротивлением."
"Die Planerin sprach mit dem Anwohner, der sagte, dass ihr Vorschlag, einen neuen Flughafen zu bauen, auf heftigen Widerstand stoßen werde.",Ukrainian,"Планувальниця поговорила з мешканцем, який сказав, що її пропозиція побудувати новий аеропорт зустріне сильний опір."
"Die Planerin sprach mit dem Anwohner, der sagte, dass ihr Vorschlag, einen neuen Flughafen zu bauen, auf heftigen Widerstand stoßen werde.",Arabic,تحدثت المخططة مع أحد السكان الذي قال إن اقتراحها لبناء مطار جديد سيواجه مقاومة شديدة.
"Die Planerin sprach mit dem Anwohner, der sagte, dass ihr Vorschlag, einen neuen Flughafen zu bauen, auf heftigen Widerstand stoßen werde.",Hebrew,"המְתַכנֶנֶת שָׂחֲחָה עם הדייר, שאמר שההצעה שלה לבנות שדה תעופה חדש תיתקל בהתנגדות עזה."
"Der Planer sprach mit der Anwohnerin, die sagte, dass sein Vorschlag, einen neuen Flughafen zu bauen, auf heftigen Widerstand stoßen werde.",Spanish,"El planificador habló con la vecina, quien dijo que su propuesta de construir un nuevo aeropuerto encontrará una fuerte oposición."
"Der Planer sprach mit der Anwohnerin, die sagte, dass sein Vorschlag, einen neuen Flughafen zu bauen, auf heftigen Widerstand stoßen werde.",Italian,"Il pianificatore ha parlato con la residente, che ha detto che la sua proposta di costruire un nuovo aeroporto incontrerà una forte opposizione."
"Der Planer sprach mit der Anwohnerin, die sagte, dass sein Vorschlag, einen neuen Flughafen zu bauen, auf heftigen Widerstand stoßen werde.",French,"Le planificateur a parlé avec la résidente, qui a déclaré que sa proposition de construire un nouvel aéroport rencontrerait une forte opposition."
"Der Planer sprach mit der Anwohnerin, die sagte, dass sein Vorschlag, einen neuen Flughafen zu bauen, auf heftigen Widerstand stoßen werde.",Russian,"Планировщик поговорил с жительницей, которая сказала, что его предложение построить новый аэропорт столкнется с сильным сопротивлением."
"Der Planer sprach mit der Anwohnerin, die sagte, dass sein Vorschlag, einen neuen Flughafen zu bauen, auf heftigen Widerstand stoßen werde.",Ukrainian,"Планувальник розмовляв з мешканкою, яка сказала, що його пропозиція побудувати новий аеропорт зустріне сильний опір."
"Der Planer sprach mit der Anwohnerin, die sagte, dass sein Vorschlag, einen neuen Flughafen zu bauen, auf heftigen Widerstand stoßen werde.",Arabic,تحدث المخطط مع الساكنة، التي قالت إن اقتراحه لبناء مطار جديد سيواجه مقاومة شديدة.
"Der Planer sprach mit der Anwohnerin, die sagte, dass sein Vorschlag, einen neuen Flughafen zu bauen, auf heftigen Widerstand stoßen werde.",Hebrew,"המְתַכנֵן שִׂיחַ עם התושבת, שאמרה שההצעה שלו לבנות שדה תעופה חדש תיתקל בהתנגדות עזה."
"Jemand rief die Klempnerin an, um einen Kostenvoranschlag für ihre Dienste zu bekommen.",Spanish,Alguien llamó a la fontanera para obtener un presupuesto por sus servicios.
"Jemand rief die Klempnerin an, um einen Kostenvoranschlag für ihre Dienste zu bekommen.",Italian,Qualcuno ha chiamato la idraulica per avere un preventivo per i suoi servizi.
"Jemand rief die Klempnerin an, um einen Kostenvoranschlag für ihre Dienste zu bekommen.",French,Quelqu'un a appelé la plombière pour obtenir un devis pour ses services.
"Jemand rief die Klempnerin an, um einen Kostenvoranschlag für ihre Dienste zu bekommen.",Russian,"Кто-то позвонил сантехнику, чтобы получить смету на её услуги."
"Jemand rief die Klempnerin an, um einen Kostenvoranschlag für ihre Dienste zu bekommen.",Ukrainian,"Хтось зателефонував сантехніку, щоб отримати кошторис на її послуги."
"Jemand rief die Klempnerin an, um einen Kostenvoranschlag für ihre Dienste zu bekommen.",Arabic,اتصلت شخص ما بالسباكة للحصول على تقدير لتكاليف خدماتها.
"Jemand rief die Klempnerin an, um einen Kostenvoranschlag für ihre Dienste zu bekommen.",Hebrew,מישהו התקשר לפלמפרית כדי לקבל הצעת מחיר עבור שירותיה.
"Jemand rief den Klempner an, um einen Kostenvoranschlag für seine Dienste zu bekommen.",Spanish,Alguien llamó al fontanero para obtener un presupuesto por sus servicios.
"Jemand rief den Klempner an, um einen Kostenvoranschlag für seine Dienste zu bekommen.",Italian,Qualcuno ha chiamato l'idraulico per avere un preventivo per i suoi servizi.
"Jemand rief den Klempner an, um einen Kostenvoranschlag für seine Dienste zu bekommen.",French,Quelqu'un a appelé le plombier pour obtenir un devis pour ses services.
"Jemand rief den Klempner an, um einen Kostenvoranschlag für seine Dienste zu bekommen.",Russian,"Кто-то позвонил сантехнику, чтобы получить смету на его услуги."
"Jemand rief den Klempner an, um einen Kostenvoranschlag für seine Dienste zu bekommen.",Ukrainian,"Хтось зателефонував сантехніку, щоб отримати кошторис на його послуги."
